Word,Sub_Type,Type2,Type3
eidgen(o|ö)ss(e|en|in|innen),volksbezug,advocative,people-centrism
einfach(e|er|en) leute(n)?,normale menschen,advocative,people-centrism
einfach(e|er|en) mehrheit,normale menschen,advocative,people-centrism
einfach(e|er|es|en|em)?,normale menschen,advocative,people-centrism
einfach(e|es|en|em) volk(s|es|e)?,normale menschen,advocative,people-centrism
eingebildet(e|er|es|en|em)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
elitär(e|er|es|en|em)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
elite,zzz_none,conflictive,anti-elitism
eliten,zzz_none,conflictive,anti-elitism
elite(n)?(-)?(.*)partei(en)?,zzz_none,conflictive,anti-elitism
empörung,zzz_none,conflictive,anti-elitism
entrüstung,zzz_none,conflictive,anti-elitism
erlaub(t|en) (.* )?sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
erstarrt(e|er|es|en|em),unbewegliche eliten,conflictive,anti-elitism
erwerbstätige(n|r)?,volksbezug,advocative,people-centrism
(es|das|dies) (.* )?(langt|reicht),menschen reicht es,advocative,people-centrism
(es|das|dies) (langt|reicht) (.* )?bürger(n|innen|in)?,menschen reicht es,advocative,people-centrism
(es|das|dies) (langt|reicht) (.* )?frau(en)?,menschen reicht es,advocative,people-centrism
(es|das|dies) (langt|reicht) (.* )?menschen,menschen reicht es,advocative,people-centrism
establishment,zzz_none,conflictive,anti-elitism
eu(-)?bürokrat(.*),zzz_none,conflictive,anti-elitism
eurokraten(.*),zzz_none,conflictive,anti-elitism
europäische(n|r)? werte(n)?,zzz_none,advocative,people-centrism
expert,elitenbezug,conflictive,anti-elitism
expert(e|en|in|innen),elitenbezug,conflictive,anti-elitism
fachleute,elitenbezug,conflictive,anti-elitism
fachm(a|ä)nn,elitenbezug,conflictive,anti-elitism
fairnesskrise,zzz_none,conflictive,anti-elitism
falsch(e|er|en|em) (.*)konzern(e|es|s|en)?,unaufrichtige eliten,conflictive,anti-elitism
falsch(e|er|en) (.*)medien,unaufrichtige eliten,conflictive,anti-elitism
falsch(e|er|en) (.*)partei(en)?,unaufrichtige eliten,conflictive,anti-elitism
falsch(e|er|es|en|em)? ,unaufrichtige eliten,conflictive,anti-elitism
festgefahren(e|er|es|en|em),unbewegliche eliten,conflictive,anti-elitism
financier,zzz_none,conflictive,anti-elitism
financiers,zzz_none,conflictive,anti-elitism
finanzelite(.*),zzz_none,conflictive,anti-elitism
forscher,elitenbezug,conflictive,anti-elitism
forscher(s|n|innen|in)?,elitenbezug,conflictive,anti-elitism
forschung,elitenbezug,conflictive,anti-elitism
frau(en)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),menschen reicht es,advocative,people-centrism
(frauen und männer(n)?|männer(n?) und frauen),volksbezug,conflictive,anti-elitism
frau(en)? (.* )?versteh(t|en),common sense,advocative,people-centrism
frau(en)? (.* )?wei(ß|ss),common sense,advocative,people-centrism
frau(en)? (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht),volkswille,advocative,sovereignty
frau(en)? (wille|wunsch|wünsche|anliegen|ansuchen|verlangen),volkswille,advocative,sovereignty
frau(en)? (.* )?wissen,common sense,advocative,people-centrism
frau(en)? (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen),volkswille,advocative,sovereignty
frech(e|er|es|en|em)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
freunderlwirtschaft,zzz_none,conflictive,anti-elitism
für (.* )?angestellte(n)?,for the people,advocative,sovereignty
für (.* )?arbeiter(innen)?,for the people,advocative,sovereignty
für (.* )?arbeitnehmer(innen)?,for the people,advocative,sovereignty
für (.* )?berufstätige(n)?,for the people,advocative,sovereignty
für (.* )?beschäftigte(n)?,for the people,advocative,sovereignty
für (.* )?bürger(innen)?,for the people,advocative,sovereignty
für (.* )?bürokrat(en|innen),for the elites,conflictive,anti-elitism
für (.* )?bürokratie,for the elites,conflictive,anti-elitism
für das (.* )?volk,for the people,advocative,sovereignty
für (.* )?deutsche(n)?,for the people,advocative,sovereignty
für die (.* )?allgemeinheit,for the people,advocative,sovereignty
für die (.* )?masse(n)?,for the people,advocative,sovereignty
für die (.* )?mehrheit,for the people,advocative,sovereignty
für (die|unsere) (.* )?bevölkerung,for the people,advocative,sovereignty
für die vielen,for the people,advocative,sovereignty
für (.* )?(.*)elite(n)?,for the elites,conflictive,anti-elitism
für (.* )?erwerbstätige(n)?,for the people,advocative,sovereignty
für (.* )(.*)establishment,for the elites,conflictive,anti-elitism
für (.* )?gro(ß|ss)unternehme(r|rinnen|n),for the elites,conflictive,anti-elitism
für (.* )herrschende(n)?,for the elites,conflictive,anti-elitism
für (.* )?konsument(en|innen),for the people,advocative,sovereignty
für (.* )?(.*)konzern(e)?,for the elites,conflictive,anti-elitism
für (.* )?leute,for the people,advocative,sovereignty
für (.* )?menschen,for the people,advocative,sovereignty
für (.* )?mitbürger(innen)?,for the people,advocative,sovereignty
für (.* )?österreicher(innen)?,for the people,advocative,sovereignty
für (.* )?parteien,for the elites,conflictive,anti-elitism
für (.* )?schweizer(innen)?,for the people,advocative,sovereignty
für (.* )?steuerpflichtige(n)?,for the people,advocative,sovereignty
für (.* )?steuerzahler(innen)?,for the people,advocative,sovereignty
für (.* )system,for the elites,conflictive,anti-elitism
für unsere (.* )?landsleute,for the people,advocative,sovereignty
für (.* )?verbraucher(innen)?,for the people,advocative,sovereignty
geben zu,zzz_none,conflictive,anti-elitism
gegen (.* )?arbeiter(innen)?,against the people,conflictive,anti-elitism
gegen (.* )?arbeitnehmer(innen)?,against the people,conflictive,anti-elitism
gegen (.* )?beschäftigte(n)?,against the people,conflictive,anti-elitism
gegen (.* )?bürger(innen)?,against the people,conflictive,anti-elitism
gegen (.* )?bürokratie,against the elites,conflictive,sovereignty
gegen das (.* )?volk,against the people,conflictive,anti-elitism
gegen (.* )?deutsche(n)?,against the people,conflictive,anti-elitism
gegen die (.* )?masse(n)?,against the people,conflictive,anti-elitism
gegen die (.* )?mehrheit,against the people,conflictive,anti-elitism
gegen (die|unsere) (.* )?bevölkerung,against the people,conflictive,anti-elitism
gegen (.* )?(.*)elite(n)?,against the elites,conflictive,sovereignty
gegen (.* )(.*)establishment,against the elites,conflictive,sovereignty
gegen (.* )?gro(ß|ss)unternehme(r|rinnen|n),against the elites,conflictive,sovereignty
gegen (.* )herrschende(n)?,against the elites,conflictive,sovereignty
gegen (.* )?(.*)konzern(e)?,against the elites,conflictive,sovereignty
gegen (.* )?leute,against the people,conflictive,anti-elitism
gegen (.* )?menschen,against the people,conflictive,anti-elitism
gegen (.* )?mitbürger(innen)?,against the people,conflictive,anti-elitism
gegen (.* )?österreicher(innen)?,against the people,conflictive,anti-elitism
gegen (.* )?parteien,against the elites,conflictive,sovereignty
gegen (.* )?schweizer(innen)?,against the people,conflictive,anti-elitism
gegen (.* )?steuerzahler(innen)?,against the people,conflictive,anti-elitism
gegen (.* )system,against the elites,conflictive,sovereignty
gegen (.* )?verbraucher(innen)?,against the people,conflictive,anti-elitism
geheimb(u|ü)nd(s|es|e|en)?,zzz_none,conflictive,anti-elitism
geldadel,zzz_none,conflictive,anti-elitism
geldgeber,zzz_none,conflictive,anti-elitism
geldgeber(s|n|innen|in)?,zzz_none,conflictive,anti-elitism
(geld|polit)?(-)?adel(s)?,zzz_none,conflictive,anti-elitism
gemein(e|er|es|en|em)?,normale menschen,advocative,people-centrism
gemeinsame sache,zzz_none,conflictive,anti-elitism
gering( )?schätz(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
gewöhnlich(e|er|es|en|em)?,normale menschen,advocative,people-centrism
gier,zzz_none,conflictive,anti-elitism
gierig(e|er|es|en|em)? ,korrupte eliten,conflictive,anti-elitism
globalisier(.*),zzz_none,conflictive,anti-elitism
globalisten,zzz_none,conflictive,anti-elitism
grossspender,zzz_none,conflictive,anti-elitism
großspender,zzz_none,conflictive,anti-elitism
gro(ß|ss)grundbesitz(.*),zzz_none,conflictive,anti-elitism
gro(ß|ss)(-)?konzern(e|es|s|en)?,zzz_none,conflictive,anti-elitism
gro(ß|ss)spender(s|n|innen|in)?,zzz_none,conflictive,anti-elitism
gro(ß|ss)unternehme(r|rs|rn|rin|rinnen|n)?,elitenbezug,conflictive,anti-elitism
(grund)?anständig(e|er|es|en|em)?,ehrliche menschen,advocative,people-centrism
(grund)?ehrlich(e|er|en|em) bürger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
(grund)?ehrlich(e|er|en|em) steuerzahler(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
(grund)?ehrlich(e|er|es|en|em)?,ehrliche menschen,advocative,people-centrism
grundvernünftig(e|er|es|en|em)?,common sense,advocative,people-centrism
gut(e|er|en|em) deutsche(n|r)?,ehrliche menschen,advocative,people-centrism
gut(e|er|en) leute(n)?,ehrliche menschen,advocative,people-centrism
gut(e|er|es|en|em) m(a|ä)nn(er|s|es|e|ern)?,ehrliche menschen,advocative,people-centrism
gut(e|er|es|en|em) mensch(en)?,ehrliche menschen,advocative,people-centrism
(haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke),menschen reicht es,advocative,people-centrism
(haben|hat) (.* )?mensch(en)? (.* )?(die nase|die schnauze|satt|genug|dicke),menschen reicht es,advocative,people-centrism
hackler(s|n|innen|in)?,volksbezug,advocative,people-centrism
(ha(t|ben)|besitz(t|en)|verfüg(t|en)) (.* )?(chuzpe|frechheit|stirn|nerv(en)?),"abgehobene, dreiste eliten",conflictive,anti-elitism
hausverstand(s|es)?,zzz_none,advocative,people-centrism
heimlich(e|er|es|en|em)? ,konspirative eliten,conflictive,anti-elitism
(her|hin)(ab|unter)( )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en)),"abgehobene, dreiste eliten",conflictive,anti-elitism
(.*)herrschaft,zzz_none,conflictive,anti-elitism
herrschend(e|er|es|en|em)?,zzz_none,conflictive,anti-elitism
herrschende(n)?,elitenbezug,conflictive,anti-elitism
herrschenden,zzz_none,conflictive,anti-elitism
herrschende(n|r)?,elitenbezug,conflictive,anti-elitism
heuchlerisch(e|er|es|en|em)?,zzz_none,conflictive,anti-elitism
hinwegsetz(t|en),zzz_none,conflictive,anti-elitism
hinwegzusetzen,zzz_none,conflictive,anti-elitism
hochmut,zzz_none,conflictive,anti-elitism
hochmütig(e|er|es|en|em)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
hofier(t|en)?,zzz_none,conflictive,anti-elitism
ignorant(e|er|es|en|em)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
imperialismus,zzz_none,conflictive,anti-elitism
imperialistisch(e|er|en|em),zzz_none,conflictive,anti-elitism
imperialistisch(e|er|es|en|em)? ,konspirative eliten,conflictive,anti-elitism
intellektuelle,elitenbezug,conflictive,anti-elitism
intellektuelle(n|r)?,elitenbezug,conflictive,anti-elitism
international(e|er|es|en|em)?,zzz_none,conflictive,anti-elitism
internationalismus,zzz_none,conflictive,anti-elitism
internationalistisch(e|er|es|en|em)? ,konspirative eliten,conflictive,anti-elitism
irreführ(.*),zzz_none,conflictive,anti-elitism
irrtümlich(erweise)?( (für|als)( eine(n)?)?)? ,pseudo-eliten,conflictive,anti-elitism
(ist|sind|wird|werden|war|waren) (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende),menschen reicht es,advocative,people-centrism
(ist|sind|wird|werden|war|waren) (.* )?zu (bunt|blöd|dumm),menschen reicht es,advocative,people-centrism
journalismus,elitenbezug,conflictive,anti-elitism
journalist,elitenbezug,conflictive,anti-elitism
journalist(en|in|innen)?,elitenbezug,conflictive,anti-elitism
juden,zzz_none,conflictive,anti-elitism
jüdisch(e|er|es|en|em)? ,konspirative eliten,conflictive,anti-elitism
kapital(.*),zzz_none,conflictive,anti-elitism
kapitalbesitzer(s|n|innen|in)?,zzz_none,conflictive,anti-elitism
kapitalisten,zzz_none,conflictive,anti-elitism
kapitul(.*),zzz_none,conflictive,anti-elitism
kaste,zzz_none,conflictive,anti-elitism
kaste(.*),zzz_none,conflictive,anti-elitism
(.*)katastrophe,zzz_none,conflictive,anti-elitism
käuflich(e|er|es|en|em)? ,korrupte eliten,conflictive,anti-elitism
klein(e|er|en|em) mann(s|es|e)?,normale menschen,advocative,people-centrism
klein(e|er|en) leute(n)?,normale menschen,advocative,people-centrism
klein(e|er|es|en|em)?,normale menschen,advocative,people-centrism
klein(e|er|es|en|em) m(a|ä)nn(er|s|es|e|ern)?,normale menschen,advocative,people-centrism
klein(e|er|es|en|em) mensch(en)?,normale menschen,advocative,people-centrism
kleinen mannes,zzz_none,advocative,people-centrism
klientelismus,zzz_none,conflictive,anti-elitism
klüngel,zzz_none,conflictive,anti-elitism
konsument(en|innen|in)?,volksbezug,conflictive,anti-elitism
(.*)konzern(.*),zzz_none,conflictive,anti-elitism
(.*)konzern(e)? (.* )?(auf)?zwing(t|en),diktatorische eliten,conflictive,anti-elitism
(.*)konzern(e)? (.* )?(aus)?verkauf(t|en),verabscheuenswerte eliten,conflictive,anti-elitism
(.*)konzern(e)? (.* )?betrüg(t|en),unaufrichtige eliten,conflictive,anti-elitism
(.*)konzern(e)? (.* )?br(i|e)ch(t|en),unaufrichtige eliten,conflictive,anti-elitism
(.*)konzern(e|es|s|en)?,elitenbezug,conflictive,anti-elitism
(.*)konzern(e)? (.* )?missbrauch(t|en),verabscheuenswerte eliten,conflictive,anti-elitism
korrumpiert(e|er|es|en|em)? ,korrupte eliten,conflictive,anti-elitism
korrupt,zzz_none,conflictive,anti-elitism
korrupt(e|er|en|em) politiker(s|n|innen|in)?,korrupte eliten,conflictive,anti-elitism
korrupt(e|er|es|en|em) politiker(s|n|innen|in)?,korrupte eliten,conflictive,anti-elitism
korruption,zzz_none,conflictive,anti-elitism
(.*)krise(n)?,zzz_none,conflictive,anti-elitism
kumpanei,zzz_none,conflictive,anti-elitism
landsleute(n)?,volksbezug,advocative,people-centrism
landsm(a|ä)nn(er|s|es|e|ern)?,volksbezug,advocative,people-centrism
(langt|reicht) (es|das|dies),menschen reicht es,advocative,people-centrism
(lassen|lässt) sich (.* )?nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten),menschen wehren sich,advocative,people-centrism
(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende) (ist|sein|wird|werden|war|waren|sein),menschen reicht es,advocative,people-centrism
leistungsträger,elitenbezug,conflictive,anti-elitism
leistungsträger(s|n|innen|in)?,volksbezug,conflictive,anti-elitism
leute (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke),menschen reicht es,advocative,people-centrism
leute(n)?,volksbezug,advocative,people-centrism
leute(n)? (von|auf) der stra(ß|ss)e,normale menschen,advocative,people-centrism
leute (.* )?versteh(t|en),common sense,advocative,people-centrism
leute (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht),volkswille,advocative,sovereignty
leute (.* )?wissen,common sense,advocative,people-centrism
leute wissen,zzz_none,advocative,people-centrism
leute wollen,zzz_none,advocative,sovereignty
leute (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen),volkswille,advocative,sovereignty
lobbyist(.*),zzz_none,conflictive,anti-elitism
lüg(.*),zzz_none,conflictive,anti-elitism
lüge(.*),zzz_none,conflictive,anti-elitism
lügend(e|er|es|en|em)? ,unaufrichtige eliten,conflictive,anti-elitism
lügner(.*),zzz_none,conflictive,anti-elitism
m(a|ä)nn(er|s|es|e|ern)?,volksbezug,advocative,people-centrism
m(a|ä)nn(er)? (.* )?versteh(t|en),common sense,advocative,people-centrism
m(a|ä)nn(er)? (.* )?wei(ß|ss),common sense,advocative,people-centrism
m(a|ä)nn(er)? (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht),volkswille,advocative,sovereignty
m(a|ä)nn(er)? (.* )?wissen,common sense,advocative,people-centrism
m(a|ä)nn(er)? (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen),volkswille,advocative,sovereignty
machtgeil(e|er|es|en|em)? ,diktatorische eliten,conflictive,anti-elitism
machtgeilheit,zzz_none,conflictive,anti-elitism
machtgier,zzz_none,conflictive,anti-elitism
machtspiel(e)?,zzz_none,conflictive,anti-elitism
machtversessen(e|er|es|en|em)? ,diktatorische eliten,conflictive,anti-elitism
mann(s|es|e)? (von|auf) der stra(ß|ss)e,normale menschen,advocative,people-centrism
marionette der,zzz_none,conflictive,anti-elitism
marionette (der|von),zzz_none,conflictive,anti-elitism
masse der,mehrheit,advocative,sovereignty
masse(n)?,volksbezug,advocative,people-centrism
massen (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen),volkswille,advocative,sovereignty
ma(ß|ss)(t|en) (.* )?sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
(.*)medien,elitenbezug,conflictive,anti-elitism
(.*)medien (.* )?(aus)?verkaufen,verabscheuenswerte eliten,conflictive,anti-elitism
medienvertreter(s|n|innen|in)?,elitenbezug,conflictive,anti-elitism
mehrheit,volksbezug,advocative,people-centrism
mehrheit (der|in der) bevölkerung,mehrheit,advocative,sovereignty
mehrheit (der|in der) wählerschaft,mehrheit,advocative,sovereignty
mehrheit (der|unter den|aller) deutschen,mehrheit,advocative,sovereignty
mehrheit (der|unter den|aller) menschen,mehrheit,advocative,sovereignty
mehrheit (der|unter den|aller) österreicher(n|innen)?,mehrheit,advocative,sovereignty
mehrheit (der|unter den|aller) schweizer(n|innen)?,mehrheit,advocative,sovereignty
mehrheit (der|unter den|aller) wähler(n|innen)?,mehrheit,advocative,sovereignty
mehrheitsmeinung,zzz_none,advocative,sovereignty
mehrheit (.* )?wei(ß|ss),common sense,advocative,people-centrism
mehrheit will,zzz_none,advocative,sovereignty
mehrheit (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht),volkswille,advocative,sovereignty
mehrheit (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen),volkswille,advocative,sovereignty
mehrheit wünscht,zzz_none,advocative,sovereignty
meinungsäusserungsfreiheit,zzz_none,advocative,sovereignty
meinungsäußerungsfreiheit,zzz_none,advocative,sovereignty
meinungsäu(ß|ss)erungsfreiheit,zzz_none,advocative,sovereignty
meinungsfreiheit,zzz_none,advocative,sovereignty
mensch(en)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),menschen reicht es,advocative,people-centrism
menschen (.* )?diktier(t|en),den menschen aufzwingen,conflictive,anti-elitism
mensch(en)? (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke),menschen reicht es,advocative,people-centrism
