Word,Sub_Type,Type2,Type3,fear citizens  
bürde(t|n) (.*) auf,den menschen aufzwingen,conflictive,anti-elitism,to lift the burden  
bürgerinitiative(n)?,direkte demokratie,advocative,sovereignty,citizens' initiative  
bürger(innen|in)? (ist|sind|wird|werden|war|waren) (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende),menschen reicht es,advocative,people-centrism,citizen is tired  
bürger(innen|in)? (.* )?(wei(ß|ss)|wissen),common sense,advocative,people-centrism,citizen knows  
bürgernah,zzz_none,advocative,people-centrism,citizen-oriented  
bürgernähe,zzz_none,advocative,people-centrism,citizen closeness  
bürgernah(e|er|es|en|em)?,zzz_none,advocative,people-centrism,citizen-oriented (adj)  
bürger(s|n|innen|in)?,volksbezug,advocative,people-centrism,citizens  
bürokratie,elitenbezug,conflictive,anti-elitism,bureaucracy  
(chuzpe|frechheit|stirn|nerv(en)?) (.* )?(ha(t|ben)|besitz(t|en)|verfüg(t|en)),"abgehobene, dreiste eliten",conflictive,anti-elitism,audacity possession  
degeneriert(e|er|es|en|em)? ,korrupte eliten,conflictive,anti-elitism,degenerate  
dem rücken,zzz_none,conflictive,anti-elitism,the back  
dem rücken de(s|r),auf kosten der menschen,conflictive,anti-elitism,the back of  
dem rücken de(s|r) beschäftigten,auf kosten der menschen,conflictive,anti-elitism,the back of the employees
dem rücken de(s|r) bürger(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism,the back of the citizen(s)  
dem rücken de(s|r) menschen,auf kosten der menschen,conflictive,anti-elitism,the back of the people  
den rücken,zzz_none,conflictive,anti-elitism,the back  
despotisch(e|er|es|en|em)? ,diktatorische eliten,conflictive,anti-elitism,despotic  
deutsche(n|r)?,volksbezug,advocative,people-centrism,German(s)
deutsche(n|r)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),menschen reicht es,advocative,people-centrism,German nose or snout have  
deutsche(n|r)? (.* )?(wei(ß|ss)|wissen),common sense,advocative,people-centrism,German know  
deutsche(n|r)? werte(n)?,zzz_none,advocative,people-centrism,German values  
deutsche(n)? (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen),volkswille,advocative,sovereignty,Germans want  
deutsche(r)? (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht),volkswille,advocative,sovereignty,German wants
(die|der|den)( unteren)? 99(-| )?(%|prozent),zzz_none,advocative,people-centrism,the lower 99 percent  
(die|der) politik,zzz_none,conflictive,anti-elitism,the politics  
die mehrheit der deutschen,zzz_none,advocative,sovereignty,the majority of Germans  
die mehrheit der österreicher,zzz_none,advocative,sovereignty,the majority of Austrians  
die mehrheit der schweizer,zzz_none,advocative,sovereignty,the majority of Swiss
(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),menschen reicht es,advocative,people-centrism,the nose has  
die politik,zzz_none,conflictive,anti-elitism,the politics  
die vielen (.* )?wissen,common sense,advocative,people-centrism,the many knowledge  
die vielen (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen),volkswille,advocative,sovereignty,the many wants  
diktatorisch(e|er|es|en|em)? ,diktatorische eliten,conflictive,anti-elitism,dictatorial  
diktier(t|en) ,diktatorische eliten,conflictive,anti-elitism,dictation  
direktdemokratisch(e|er|en|em)?,direkte demokratie,advocative,sovereignty,direct democratic  
durchschnittlich(e|er|en|em) arbeitnehmer(s|n|innen|in)?,normale menschen,advocative,people-centrism,average employee  
durchschnittlich(e|er|es|en|em)?,normale menschen,advocative,people-centrism,average  
durchschnitts(-)?(.*),normale menschen,advocative,people-centrism,average (of)
ehrbar(e|er|es|en|em)?,ehrliche menschen,advocative,people-centrism,honorable  
ehrlich(e|er|es|en|em),ehrliche menschen,advocative,people-centrism,honest  
ehrlich(e|er|es|en|em) bürger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism,honest citizen  
ehrlich(e|er|es|en|em) steuerzahler(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism,honest taxpayer  
eidgen(o|ö)ss(e|en|in|innen),volksbezug,advocative,people-centrism,federal
einfach(e|er|en) leute(n)?,normale menschen,advocative,people-centrism,simple people  
einfach(e|er|en) mehrheit,normale menschen,advocative,people-centrism,simple majority  
einfach(e|er|es|en|em)?,normale menschen,advocative,people-centrism,simple  
einfach(e|es|en|em) volk(s|es|e)?,normale menschen,advocative,people-centrism,simple people  
eingebildet(e|er|es|en|em)?,"abgehobene, dreiste eliten",conflictive,anti-elitism,conceited  
elitär(e|er|es|en|em)?,"abgehobene, dreiste eliten",conflictive,anti-elitism,elite  
elite,zzz_none,conflictive,anti-elitism,elites  
eliten,zzz_none,conflictive,anti-elitism,elite party  
elite(n)?(-)?(.*)partei(en)?,zzz_none,conflictive,anti-elitism,outrage  
entrüstung,zzz_none,conflictive,anti-elitism,indignation  
erlaub(t|en) (.* )?sich,"abgehobene, dreiste eliten",conflictive,anti-elitism,allows oneself  
erstarrt(e|er|es|en|em),unbewegliche eliten,conflictive,anti-elitism,frozen  
erwerbstätige(n|r)?,volksbezug,advocative,people-centrism,employed  
(es|das|dies) (.* )?(langt|reicht),menschen reicht es,advocative,people-centrism,it is enough
(es|das|dies) (langt|reicht) (.* )?bürger(n|innen|in)?,menschen reicht es,advocative,people-centrism,it is enough citizen  
(es|das|dies) (langt|reicht) (.* )?frau(en)?,menschen reicht es,advocative,people-centrism,it is enough woman  
(es|das|dies) (langt|reicht) (.* )?menschen,menschen reicht es,advocative,people-centrism,it is enough people  
establishment,zzz_none,conflictive,anti-elitism,establishment  
eu(-)?bürokrat(.*),zzz_none,conflictive,anti-elitism,eu bureaucrat
eurokraten(.*),zzz_none,conflictive,anti-elitism,Eurocrats  
europäische(n|r)? werte(n)?,zzz_none,advocative,people-centrism,European values  
expert,elitenbezug,conflictive,anti-elitism,expert  
expert(e|en|in|innen),elitenbezug,conflictive,anti-elitism,experts  
fachleute,elitenbezug,conflictive,anti-elitism,specialists
fachm(a|ä)nn,elitenbezug,conflictive,anti-elitism,specialist  
fairnesskrise,zzz_none,conflictive,anti-elitism,fairness crisis  
falsch(e|er|en|em) (.*)konzern(e|es|s|en)?,unaufrichtige eliten,conflictive,anti-elitism,false corporation  
falsch(e|er|en) (.*)medien,unaufrichtige eliten,conflictive,anti-elitism,false media  
falsch(e|er|en) (.*)partei(en)?,unaufrichtige eliten,conflictive,anti-elitism,false party  
falsch(e|er|es|en|em)? ,unaufrichtige eliten,conflictive,anti-elitism,wrong  
festgefahren(e|er|es|en|em),unbewegliche eliten,conflictive,anti-elitism,stuck  
financier,zzz_none,conflictive,anti-elitism,financier  
financiers,zzz_none,conflictive,anti-elitism,financiers  
finanzelite(.*),zzz_none,conflictive,anti-elitism,financial elite
forscher,elitenbezug,conflictive,anti-elitism,researcher  
forscher(s|n|innen|in)?,elitenbezug,conflictive,anti-elitism,research  
forschung,elitenbezug,conflictive,anti-elitism,woman  
frau(en)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),menschen reicht es,advocative,people-centrism,have the nose  
(frauen und männer(n)?|männer(n?) und frauen),volksbezug,conflictive,anti-elitism,men and women  
frau(en)? (.* )?versteh(t|en),common sense,advocative,people-centrism,woman understands  
frau(en)? (.* )?wei(ß|ss),common sense,advocative,people-centrism,woman knows  
frau(en)? (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht),volkswille,advocative,sovereignty,woman wants  
frau(en)? (wille|wunsch|wünsche|anliegen|ansuchen|verlangen),volkswille,advocative,sovereignty,woman's wish  
frau(en)? (.* )?wissen,common sense,advocative,people-centrism,woman wants to know  
frau(en)? (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen),volkswille,advocative,sovereignty,woman wants  
frech(e|er|es|en|em)?,"abgehobene, dreiste eliten",conflictive,anti-elitism,brazen  
freunderlwirtschaft,zzz_none,conflictive,anti-elitism,cronyism  
für (.* )?angestellte(n)?,for the people,advocative,sovereignty,for employees  
für (.* )?arbeiter(innen)?,for the people,advocative,sovereignty,for workers
für (.* )?arbeitnehmer(innen)?,for the people,advocative,sovereignty,for employees  
für (.* )?berufstätige(n)?,for the people,advocative,sovereignty,for employed persons  
für (.* )?beschäftigte(n)?,for the people,advocative,sovereignty,for workers  
für (.* )?bürger(innen)?,for the people,advocative,sovereignty,for citizens  
für (.* )?bürokrat(en|innen),for the elites,conflictive,anti-elitism,for bureaucrats
für (.* )?bürokratie,for the elites,conflictive,anti-elitism,for bureaucracy  
für das (.* )?volk,for the people,advocative,sovereignty,for the people  
für (.* )?deutsche(n)?,for the people,advocative,sovereignty,for Germans  
für die (.* )?allgemeinheit,for the people,advocative,sovereignty,for the public  
für die (.* )?masse(n)?,for the people,advocative,sovereignty,for the masses
für die (.* )?mehrheit,for the people,advocative,sovereignty,for the majority
für (die|unsere) (.* )?bevölkerung,for the people,advocative,sovereignty,for the population
für die vielen,for the people,advocative,sovereignty,for the many
für (.* )?(.*)elite(n)?,for the elites,conflictive,anti-elitism,for the elite
für (.* )?erwerbstätige(n)?,for the people,advocative,sovereignty,for the employed
für (.* )(.*)establishment,for the elites,conflictive,anti-elitism,for establishment  
für (.* )?gro(ß|ss)unternehme(r|rinnen|n),for the elites,conflictive,anti-elitism,for large companies  
für (.* )herrschende(n)?,for the elites,conflictive,anti-elitism,for prevailing  
für (.* )?konsument(en|innen),for the people,advocative,sovereignty,for consumers  
für (.* )?(.*)konzern(e)?,for the elites,conflictive,anti-elitism,for corporation  
für (.* )?leute,for the people,advocative,sovereignty,for people  
für (.* )?menschen,for the people,advocative,sovereignty,for humans  
für (.* )?mitbürger(innen)?,for the people,advocative,sovereignty,for citizens  
für (.* )?österreicher(innen)?,for the people,advocative,sovereignty,for Austrians  
für (.* )?parteien,for the elites,conflictive,anti-elitism,for parties  
für (.* )?schweizer(innen)?,for the people,advocative,sovereignty,for Swiss  
für (.* )?steuerpflichtige(n)?,for the people,advocative,sovereignty,for taxpayers  
für (.* )?steuerzahler(innen)?,for the people,advocative,sovereignty,for tax payers  
für (.* )system,for the elites,conflictive,anti-elitism,for system  
für unsere (.* )?landsleute,for the people,advocative,sovereignty,for our countrymen  
für (.* )?verbraucher(innen)?,for the people,advocative,sovereignty,for consumers  
geben zu,zzz_none,conflictive,anti-elitism,give to  
gegen (.* )?arbeiter(innen)?,against the people,conflictive,anti-elitism,against workers  
gegen (.* )?arbeitnehmer(innen)?,against the people,conflictive,anti-elitism,against employees  
gegen (.* )?beschäftigte(n)?,against the people,conflictive,anti-elitism,against employees  
gegen (.* )?bürger(innen)?,against the people,conflictive,anti-elitism,against citizens  
gegen (.* )?bürokratie,against the elites,conflictive,sovereignty,against bureaucracy  
gegen das (.* )?volk,against the people,conflictive,anti-elitism,against the people  
gegen (.* )?deutsche(n)?,against the people,conflictive,anti-elitism,against Germans  
gegen die (.* )?masse(n)?,against the people,conflictive,anti-elitism,against the masses
gegen die (.* )?mehrheit,against the people,conflictive,anti-elitism,against the majority  
gegen (die|unsere) (.* )?bevölkerung,against the people,conflictive,anti-elitism,against the population  
gegen (.* )?(.*)elite(n)?,against the elites,conflictive,sovereignty,against the elite  
gegen (.* )(.*)establishment,against the elites,conflictive,sovereignty,against the establishment  
gegen (.* )?gro(ß|ss)unternehme(r|rinnen|n),against the elites,conflictive,sovereignty,against large companies
gegen (.* )herrschende(n)?,against the elites,conflictive,sovereignty,against prevailing  
gegen (.* )?(.*)konzern(e)?,against the elites,conflictive,sovereignty,against corporations  
gegen (.* )?leute,against the people,conflictive,anti-elitism,against people  
gegen (.* )?menschen,against the people,conflictive,anti-elitism,against humans  
gegen (.* )?mitbürger(innen)?,against the people,conflictive,anti-elitism,against citizens  
gegen (.* )?österreicher(innen)?,against the people,conflictive,anti-elitism,against Austrians  
gegen (.* )?parteien,against the elites,conflictive,sovereignty,against parties  
gegen (.* )?schweizer(innen)?,against the people,conflictive,anti-elitism,against Swiss  
gegen (.* )?steuerzahler(innen)?,against the people,conflictive,anti-elitism,against taxpayers  
gegen (.* )system,against the elites,conflictive,sovereignty,against system
gegen (.* )?verbraucher(innen)?,against the people,conflictive,anti-elitism,against consumers  
geheimb(u|ü)nd(s|es|e|en)?,zzz_none,conflictive,anti-elitism,secret society  
geldadel,zzz_none,conflictive,anti-elitism,money nobility  
geldgeber,zzz_none,conflictive,anti-elitism,money provider  
geldgeber(s|n|innen|in)?,zzz_none,conflictive,anti-elitism,money providers
(geld|polit)?(-)?adel(s)?,zzz_none,conflictive,anti-elitism,money nobility  
gemein(e|er|es|en|em)?,normale menschen,advocative,people-centrism,common  
gemeinsame sache,zzz_none,conflictive,anti-elitism,common cause  
gering( )?schätz(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism,underestimate  
gewöhnlich(e|er|es|en|em)?,normale menschen,advocative,people-centrism,usual
gier,zzz_none,conflictive,anti-elitism,greed  
gierig(e|er|es|en|em)? ,korrupte eliten,conflictive,anti-elitism,greedy  
globalisier(.*),zzz_none,conflictive,anti-elitism,globalizing  
globalisten,zzz_none,conflictive,anti-elitism,globalists  
grossspender,zzz_none,conflictive,anti-elitism,large donors  
großspender,zzz_none,conflictive,anti-elitism,large donor  
gro(ß|ss)grundbesitz(.*),zzz_none,conflictive,anti-elitism,large real estate  
gro(ß|ss)(-)?konzern(e|es|s|en)?,zzz_none,conflictive,anti-elitism,large corporation  
gro(ß|ss)spender(s|n|innen|in)?,zzz_none,conflictive,anti-elitism,large donors  
gro(ß|ss)unternehme(r|rs|rn|rin|rinnen|n)?,elitenbezug,conflictive,anti-elitism,large company
(grund)?anständig(e|er|es|en|em)?,ehrliche menschen,advocative,people-centrism,decent reason  
(grund)?ehrlich(e|er|en|em) bürger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism,honest citizen  
(grund)?ehrlich(e|er|en|em) steuerzahler(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism,honest taxpayer  
(grund)?ehrlich(e|er|es|en|em)?,ehrliche menschen,advocative,people-centrism,honest  
grundvernünftig(e|er|es|en|em)?,common sense,advocative,people-centrism,reasonable
gut(e|er|en|em) deutsche(n|r)?,ehrliche menschen,advocative,people-centrism,good German  
gut(e|er|en) leute(n)?,ehrliche menschen,advocative,people-centrism,good people  
gut(e|er|es|en|em) m(a|ä)nn(er|s|es|e|ern)?,ehrliche menschen,advocative,people-centrism,good man  
gut(e|er|es|en|em) mensch(en)?,ehrliche menschen,advocative,people-centrism,good human  
(haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke),menschen reicht es,advocative,people-centrism,(have|has) (.* )?(the nose|the snout|full|enough|thick)  
(haben|hat) (.* )?mensch(en)? (.* )?(die nase|die schnauze|satt|genug|dicke),menschen reicht es,advocative,people-centrism,have a human noses  
hackler(s|n|innen|in)?,volksbezug,advocative,people-centrism,hacker  
(ha(t|ben)|besitz(t|en)|verfüg(t|en)) (.* )?(chuzpe|frechheit|stirn|nerv(en)?),"abgehobene, dreiste eliten",conflictive,anti-elitism,have audacity  
hausverstand(s|es)?,zzz_none,advocative,people-centrism,common sense  
heimlich(e|er|es|en|em)? ,konspirative eliten,conflictive,anti-elitism,secret
(her|hin)(ab|unter)( )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en)),"abgehobene, dreiste eliten",conflictive,anti-elitism,outlook downwards  
(.*)herrschaft,zzz_none,conflictive,anti-elitism,domination  
herrschend(e|er|es|en|em)?,zzz_none,conflictive,anti-elitism,ruling  
herrschende(n)?,elitenbezug,conflictive,anti-elitism,ruling  
herrschenden,zzz_none,conflictive,anti-elitism,ruling
herrschende(n|r)?,elitenbezug,conflictive,anti-elitism,dominant  
heuchlerisch(e|er|es|en|em)?,zzz_none,conflictive,anti-elitism,hypocritical  
hinwegsetz(t|en),zzz_none,conflictive,anti-elitism,disregarding  
hinwegzusetzen,zzz_none,conflictive,anti-elitism,to disregard  
hochmut,zzz_none,conflictive,anti-elitism,pride
hochmütig(e|er|es|en|em)?,"abgehobene, dreiste eliten",conflictive,anti-elitism,arrogant  
hofier(t|en)?,zzz_none,conflictive,anti-elitism,arrogance  
